@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\sgpio_slave\s2p_slave.v":97:2:97:7|Removing sequential instance po[6] (in view: work.s2p_slave_60s_6s_Z1(verilog)) because it does not drive other instances.
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\sgpio_slave\s2p_slave.v":79:2:79:7|Found counter in view:work.s2p_slave_60s_6s_Z1(verilog) instance cnt[5:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\sgpio_slave\p2s_slave.v":66:0:66:5|Found counter in view:work.p2s_slave_60s_6s(verilog) instance cnt[5:0] 
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[36] (in view: work.pvt_gpi_56s_55s_0s_6s_Z2(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[29] (in view: work.pvt_gpi_56s_55s_0s_6s_Z2(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[28] (in view: work.pvt_gpi_56s_55s_0s_6s_Z2(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[27] (in view: work.pvt_gpi_56s_55s_0s_6s_Z2(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[8] (in view: work.pvt_gpi_56s_55s_0s_6s_Z2(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[3] (in view: work.pvt_gpi_56s_55s_0s_6s_Z2(verilog)) because it does not drive other instances.
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":35:0:35:5|Found counter in view:work.pvt_gpi_16s_0_15s_0s_4s(verilog) instance bit_idx_out[3:0] 
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[5] (in view: work.pvt_gpi_40s_39s_0s_6s_Z3(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[4] (in view: work.pvt_gpi_40s_39s_0s_6s_Z3(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[3] (in view: work.pvt_gpi_40s_39s_0s_6s_Z3(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[2] (in view: work.pvt_gpi_40s_39s_0s_6s_Z3(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[1] (in view: work.pvt_gpi_40s_39s_0s_6s_Z3(verilog)) because it does not drive other instances.
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\74lv165\pvt_gpi.v":25:0:25:5|Removing sequential instance par_data[0] (in view: work.pvt_gpi_40s_39s_0s_6s_Z3(verilog)) because it does not drive other instances.
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\common\edge_delay.v":52:0:52:5|Found counter in view:work.edge_delay_6s_0_0(verilog) instance timer_cnt[5:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\common\edge_delay.v":52:0:52:5|Found counter in view:work.edge_delay_4s_0_0_2(verilog) instance timer_cnt[3:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\common\edge_delay.v":52:0:52:5|Found counter in view:work.edge_delay_4s_0_0_1(verilog) instance timer_cnt[3:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\common\edge_delay.v":52:0:52:5|Found counter in view:work.edge_delay_4s_0_0_0(verilog) instance timer_cnt[3:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_0(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_1(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_0(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_1(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_3(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_2(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_2(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_5(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_4(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_3(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_7(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_6(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_4(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_9(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_8(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_5(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_11(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_10(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_6(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_13(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_12(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_7(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_15(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_14(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_8(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_17(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_16(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_9(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_19(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_18(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_10(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_21(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_20(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_11(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_23(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_22(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_12(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_25(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_24(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_13(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_27(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_26(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_8s_255s_14(verilog) instance r_cnt_result[7:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_29(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\fan\fan_counter.v":41:0:41:5|Found counter in view:work.fan_counter_11s_1022_28(verilog) instance r_cnt_result[9:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\bmc_i2c\i2c_slave_bmc.v":112:0:112:5|Found counter in view:work.i2c_slave_bmc_16s(verilog) instance r_write_byte_cnt[15:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\bmc_i2c\i2c_slave_bmc.v":102:0:102:5|Found counter in view:work.i2c_slave_bmc_16s(verilog) instance r_read_byte_cnt[15:0] 
@N: MO231 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\bmc_i2c\i2c_slave_basic0.v":628:0:628:5|Found counter in view:work.i2c_slave_basic0_3s_16s(verilog) instance r_timeout_cnt[5:0] 
@N: BN362 :"d:\project\cnit-k\8u sw\code\v10\4port\bp_4s104g5\rtl\source\common\timer_gen_50mhz.v":81:0:81:5|Removing sequential instance timer_gen_inst.sec_tmr[14] (in view: work.BP_4S104G5(verilog)) because it does not drive other instances.
@N: FX164 |The option to pack registers in the IOB has not been specified. Please set syn_useioff attribute.  
@N: FX1056 |Writing EDF file: D:\Project\CNIT-K\8U SW\code\V10\4port\BP_4S104G5\pro\impl1\BP_4S104G5_impl1.edi
@N: BW106 |Synplicity Constraint File capacitance units using default value of 1pF 
@N: MT320 |This timing report is an estimate of place and route data. For final timing results, use the FPGA vendor place and route report.
@N: MT322 |Clock constraints include only register-to-register paths associated with each individual clock.
@N: MT286 |System clock period 0.000 stretches to negative invalid value -- ignoring stretching.
