@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\uid_function.v":114:0:114:5|Removing sequential instance r_uid_status[7:0] (in view: work.UID_Function_5_0_1_31s_154_247_0_255_1_Z6(verilog)) of type view:PrimLib.dffpatre(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\uid_function.v":146:0:146:5|Removing sequential instance r_cnt_pulse_set[9:0] (in view: work.UID_Function_5_0_1_31s_154_247_0_255_1_Z6(verilog)) of type view:PrimLib.dffpatre(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\synclib.v":369:4:369:9|Removing sequential instance mInst\[5\]\.cnt\[5\][1:0] (in view: work.PGM_DEBOUNCE_8s_2_4s_1(verilog)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\synclib.v":369:4:369:9|Removing sequential instance mInst\[1\]\.cnt\[1\][1:0] (in view: work.PGM_DEBOUNCE_8s_2_4s_1(verilog)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\synclib.v":369:4:369:9|Removing sequential instance mInst\[5\]\.nxt_s1[5] (in view: work.PGM_DEBOUNCE_8s_2_4s_1(verilog)) of type view:PrimLib.dffs(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\synclib.v":369:4:369:9|Removing sequential instance mInst\[5\]\.nxt[5] (in view: work.PGM_DEBOUNCE_8s_2_4s_1(verilog)) of type view:PrimLib.dffs(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\synclib.v":369:4:369:9|Removing sequential instance mInst\[1\]\.nxt_s1[1] (in view: work.PGM_DEBOUNCE_8s_2_4s_1(verilog)) of type view:PrimLib.dffs(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\synclib.v":369:4:369:9|Removing sequential instance mInst\[1\]\.nxt[1] (in view: work.PGM_DEBOUNCE_8s_2_4s_1(verilog)) of type view:PrimLib.dffs(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":87:0:87:5|Removing sequential instance t32us (in view: work.timer_gen(verilog)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":194:0:194:5|Removing sequential instance clk_16m6_q2_count[1:0] (in view: work.timer_gen(verilog)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":171:0:171:5|Removing sequential instance clk_16m6_q1_count[1:0] (in view: work.timer_gen(verilog)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":37:2:37:7|Removing sequential instance cnt20ns[2:0] (in view: work.timer_gen(verilog)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":47:2:47:7|Removing sequential instance t80ns (in view: work.timer_gen(verilog)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":194:0:194:5|Removing sequential instance clk_16m6_q2 (in view: work.timer_gen(verilog)) of type view:PrimLib.dffre(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":171:0:171:5|Removing sequential instance clk_16m6_q1 (in view: work.timer_gen(verilog)) of type view:PrimLib.dffre(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":133:0:133:5|Removing sequential instance clk_16khz (in view: work.timer_gen(verilog)) of type view:PrimLib.dffre(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\timer_gen_50mhz.v":133:0:133:5|Removing sequential instance clk_6m25 (in view: work.timer_gen(verilog)) of type view:PrimLib.dffre(prim) because it does not drive other instances.
@N: BN362 :"d:\work_file\cpld_code\cpld_db\34.cnit-k amd gpu server v200r001b01\02.mb_s cpld\v01\bm_h13dsp_s\rtl\source\common\pon_reset.v":43:0:43:5|Removing sequential instance reset2_reg[2:0] (in view: work.pon_reset(verilog)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: MF578 |Incompatible asynchronous control logic preventing generated clock conversion.
@N: FX1184 |Applying syn_allowed_resources blockrams=240 on top level netlist BM_H13DSP_S 
@N: FX1143 |Skipping assigning INTERNAL_VREF to iobanks, because the table of mapping from pin to iobank is not initialized.
